cmpdname,mw,polararea,heavycnt,hbonddonor,hbondacc,rotbonds,isosmiles,exactmass,monoisotopicmass,xlogp
1-Eicosenoyl-2-docosahexaenoyl-3-docosadienoyl-glycerol,1013.6,78.9,73,0,6,57,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1012.85,1012.85,23.9
1-Eicosenoyl-2-docosahexaenoyl-3-adrenoyl-glycerol,1009.6,78.9,73,0,6,55,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1008.81,1008.81,22.5
1-Eicosenoyl-2-docosahexaenoyl-3-osbondoyl-glycerol,1007.6,78.9,73,0,6,54,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1006.8,1006.8,22
1-Eicosenoyl-2-docosahexaenoyl-3-a-linolenoyl-glycerol,955.5,78.9,69,0,6,52,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,954.768,954.768,21
1-Eicosenoyl-2-docosahexaenoyl-3-stearidonoyl-glycerol,953.5,78.9,69,0,6,51,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,952.752,952.752,20.3
1-Eicosenoyl-2-docosahexaenoyl-3-eicsoatetraenoyl-glycerol,981.5,78.9,71,0,6,53,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,980.783,980.783,21.4
1-Eicosenoyl-2-docosahexaenoyl-3-eicosapentaenoyl-glycerol,979.5,78.9,71,0,6,52,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,978.768,978.768,20.7
1-Eicosenoyl-2-docosahexaenoyl-3-docosapentaenoyl-glycerol,1007.6,78.9,73,0,6,54,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1006.8,1006.8,21.8
"TG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1005.5,78.9,73,0,6,53,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1004.78,1004.78,21.3
1-Eicosenoyl-2-docosahexaenoyl-3-Stearyl-glycerol,947.5,61.8,68,0,5,55,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,946.835,946.835,23.7
1-Eicosenoyl-2-Stearyl-3-eicosenoyl-glycerol,929.6,61.8,66,0,5,58,CCCCCCCCCCCCCCCCCCOC(COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,928.882,928.882,25.9
1-Eicosenoyl-2-Stearyl-3-meadoyl-glycerol,925.5,61.8,66,0,5,56,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,924.851,924.851,24.5
1-Eicosenoyl-2-Stearyl-3-erucoyl-glycerol,957.6,61.8,68,0,5,60,CCCCCCCCCCCCCCCCCCO[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,956.914,956.914,27
1-Eicosenoyl-2-Stearyl-3-nervonoyl-glycerol,985.7,61.8,70,0,5,62,CCCCCCCCCCCCCCCCCCO[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,984.945,984.945,28
1-Eicosenoyl-2-Stearyl-3-linoleoyl-glycerol,899.5,61.8,64,0,5,55,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,898.835,898.835,24.1
1-Eicosenoyl-2-Stearyl-3-g-linolenoyl-glycerol,897.5,61.8,64,0,5,54,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,896.82,896.82,23.4
1-Eicosenoyl-2-Stearyl-3-eicosadienoyl-glycerol,927.6,61.8,66,0,5,57,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,926.867,926.867,25.2
1-Eicosenoyl-2-Stearyl-3-homo-g-linolenoyl-glycerol,925.5,61.8,66,0,5,56,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,924.851,924.851,24.5
1-Eicosenoyl-2-Stearyl-3-arachidonoyl-glycerol,923.5,61.8,66,0,5,55,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,922.835,922.835,23.8
1-Eicosenoyl-2-Stearyl-3-docosadienoyl-glycerol,955.6,61.8,68,0,5,59,CCCCCCCCCCCCCCCCCCO[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,954.898,954.898,26.3
1-Eicosenoyl-2-Stearyl-3-adrenoyl-glycerol,951.6,61.8,68,0,5,57,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,950.867,950.867,24.9
1-Eicosenoyl-2-Stearyl-3-osbondoyl-glycerol,949.6,61.8,68,0,5,56,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,948.851,948.851,24.4
1-Eicosenoyl-2-Stearyl-3-a-linolenoyl-glycerol,897.5,61.8,64,0,5,54,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,896.82,896.82,23.4
1-Eicosenoyl-2-Stearyl-3-stearidonoyl-glycerol,895.5,61.8,64,0,5,53,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC,894.804,894.804,22.7
1-Eicosenoyl-2-Stearyl-3-eicsoatetraenoyl-glycerol,923.5,61.8,66,0,5,55,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC,922.835,922.835,23.8
1-Eicosenoyl-2-Stearyl-3-eicosapentaenoyl-glycerol,921.5,61.8,66,0,5,54,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,920.82,920.82,23.1
1-Eicosenoyl-2-Stearyl-3-docosapentaenoyl-glycerol,949.6,61.8,68,0,5,56,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,948.851,948.851,24.2
1-Eicosenoyl-2-Stearyl-3-docosahexaenoyl-glycerol,947.5,61.8,68,0,5,55,CCCCCCCCCCCCCCCCCCO[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,946.835,946.835,23.7
1-Meadoyl-2-myristoyl-3-meadoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,878.736,878.736,20.6
1-Meadoyl-2-myristoyl-3-erucoyl-glycerol,911.5,78.9,65,0,6,54,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,910.799,910.799,23
1-Meadoyl-2-myristoyl-3-nervonoyl-glycerol,939.5,78.9,67,0,6,56,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,938.83,938.83,24.1
"TG(20:3(5Z,8Z,11Z)/14:0/18:2(9Z,12Z))",853.3,78.9,61,0,6,49,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,852.721,852.721,20.2
1-Meadoyl-2-myristoyl-3-g-linolenoyl-glycerol,851.3,78.9,61,0,6,48,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,850.705,850.705,19.5
"TG(20:3(5Z,8Z,11Z)/14:0/20:2n6)",881.4,78.9,63,0,6,51,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,880.752,880.752,21.3
1-Meadoyl-2-myristoyl-3-homo-g-linolenoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,878.736,878.736,20.6
1-Meadoyl-2-myristoyl-3-arachidonoyl-glycerol,877.4,78.9,63,0,6,49,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,876.721,876.721,19.9
"TG(20:3(5Z,8Z,11Z)/14:0/22:2(13Z,16Z))",909.5,78.9,65,0,6,53,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,908.783,908.783,22.4
1-Meadoyl-2-myristoyl-3-adrenoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,904.752,904.752,21
1-Meadoyl-2-myristoyl-3-osbondoyl-glycerol,903.4,78.9,65,0,6,50,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,902.736,902.736,20.5
1-Meadoyl-2-myristoyl-3-a-linolenoyl-glycerol,851.3,78.9,61,0,6,48,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,850.705,850.705,19.5
1-Meadoyl-2-myristoyl-3-stearidonoyl-glycerol,849.3,78.9,61,0,6,47,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,848.689,848.689,18.8
1-Meadoyl-2-myristoyl-3-eicsoatetraenoyl-glycerol,877.4,78.9,63,0,6,49,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,876.721,876.721,19.9
1-Meadoyl-2-myristoyl-3-eicosapentaenoyl-glycerol,875.4,78.9,63,0,6,48,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,874.705,874.705,19.2
1-Meadoyl-2-myristoyl-3-docosapentaenoyl-glycerol,903.4,78.9,65,0,6,50,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,902.736,902.736,20.3
1-Meadoyl-2-myristoyl-3-docosahexaenoyl-glycerol,901.4,78.9,65,0,6,49,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,900.721,900.721,19.8
1-Meadoyl-2-myristoyl-3-Stearyl-glycerol,843.4,61.8,60,0,5,51,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC,842.773,842.773,22.2
1-Meadoyl-2-pentadecanoyl-3-meadoyl-glycerol,893.4,78.9,64,0,6,51,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,892.752,892.752,21.1
1-Meadoyl-2-pentadecanoyl-3-erucoyl-glycerol,925.5,78.9,66,0,6,55,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,924.815,924.815,23.6
1-Meadoyl-2-pentadecanoyl-3-nervonoyl-glycerol,953.5,78.9,68,0,6,57,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,952.846,952.846,24.7
1-Meadoyl-2-pentadecanoyl-3-linoleoyl-glycerol,867.4,78.9,62,0,6,50,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,866.736,866.736,20.7
1-Meadoyl-2-pentadecanoyl-3-g-linolenoyl-glycerol,865.4,78.9,62,0,6,49,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,864.721,864.721,20
1-Meadoyl-2-pentadecanoyl-3-eicosadienoyl-glycerol,895.4,78.9,64,0,6,52,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,894.768,894.768,21.8
1-Meadoyl-2-pentadecanoyl-3-homo-g-linolenoyl-glycerol,893.4,78.9,64,0,6,51,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,892.752,892.752,21.1
1-Meadoyl-2-pentadecanoyl-3-arachidonoyl-glycerol,891.4,78.9,64,0,6,50,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,890.736,890.736,20.4
1-Meadoyl-2-pentadecanoyl-3-docosadienoyl-glycerol,923.5,78.9,66,0,6,54,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,922.799,922.799,22.9
1-Meadoyl-2-pentadecanoyl-3-adrenoyl-glycerol,919.4,78.9,66,0,6,52,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,918.768,918.768,21.5
1-Meadoyl-2-pentadecanoyl-3-osbondoyl-glycerol,917.4,78.9,66,0,6,51,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,916.752,916.752,21
1-Meadoyl-2-pentadecanoyl-3-a-linolenoyl-glycerol,865.4,78.9,62,0,6,49,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,864.721,864.721,20
1-Meadoyl-2-pentadecanoyl-3-stearidonoyl-glycerol,863.3,78.9,62,0,6,48,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,862.705,862.705,19.4
1-Meadoyl-2-pentadecanoyl-3-eicsoatetraenoyl-glycerol,891.4,78.9,64,0,6,50,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,890.736,890.736,20.4
1-Meadoyl-2-pentadecanoyl-3-eicosapentaenoyl-glycerol,889.4,78.9,64,0,6,49,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,888.721,888.721,19.8
1-Meadoyl-2-pentadecanoyl-3-docosapentaenoyl-glycerol,917.4,78.9,66,0,6,51,CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,916.752,916.752,20.8
1-Meadoyl-2-pentadecanoyl-3-docosahexaenoyl-glycerol,915.4,78.9,66,0,6,50,CCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,914.736,914.736,20.3
1-Meadoyl-2-pentadecanoyl-3-Stearyl-glycerol,857.4,61.8,61,0,5,52,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,856.788,856.788,22.7
"TG(20:3(5Z,8Z,11Z)/16:0/20:3(5Z,8Z,11Z))",907.4,78.9,65,0,6,52,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,906.768,906.768,21.7
1-Meadoyl-2-palmitoyl-3-erucoyl-glycerol,939.5,78.9,67,0,6,56,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,938.83,938.83,24.1
1-Meadoyl-2-palmitoyl-3-nervonoyl-glycerol,967.6,78.9,69,0,6,58,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,966.862,966.862,25.2
"TG(20:3(5Z,8Z,11Z)/16:0/18:2(9Z,12Z))",881.4,78.9,63,0,6,51,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,880.752,880.752,21.3
1-Meadoyl-2-palmitoyl-3-g-linolenoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,878.736,878.736,20.6
"TG(20:3(5Z,8Z,11Z)/16:0/20:2n6)",909.5,78.9,65,0,6,53,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,908.783,908.783,22.4
"TG(20:3(5Z,8Z,11Z)/16:0/20:3n6)",907.4,78.9,65,0,6,52,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,906.768,906.768,21.7
1-Meadoyl-2-palmitoyl-3-arachidonoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,904.752,904.752,21
1-Meadoyl-2-palmitoyl-3-docosadienoyl-glycerol,937.5,78.9,67,0,6,55,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,936.815,936.815,23.4
1-Meadoyl-2-palmitoyl-3-adrenoyl-glycerol,933.5,78.9,67,0,6,53,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,932.783,932.783,22.1
1-Meadoyl-2-palmitoyl-3-osbondoyl-glycerol,931.5,78.9,67,0,6,52,CCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,930.768,930.768,21.6
1-Meadoyl-2-palmitoyl-3-a-linolenoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,878.736,878.736,20.6
1-Meadoyl-2-palmitoyl-3-stearidonoyl-glycerol,877.4,78.9,63,0,6,49,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,876.721,876.721,19.9
1-Meadoyl-2-palmitoyl-3-eicsoatetraenoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,904.752,904.752,21
1-Meadoyl-2-palmitoyl-3-eicosapentaenoyl-glycerol,903.4,78.9,65,0,6,50,CCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,902.736,902.736,20.3
1-Meadoyl-2-palmitoyl-3-docosapentaenoyl-glycerol,931.5,78.9,67,0,6,52,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,930.768,930.768,21.4
1-Meadoyl-2-palmitoyl-3-docosahexaenoyl-glycerol,929.4,78.9,67,0,6,51,CCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,928.752,928.752,20.9
1-Meadoyl-2-palmitoyl-3-Stearyl-glycerol,871.4,61.8,62,0,5,53,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,870.804,870.804,23.3
1-Meadoyl-2-stearoyl-3-meadoyl-glycerol,935.5,78.9,67,0,6,54,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,934.799,934.799,22.7
1-Meadoyl-2-stearoyl-3-erucoyl-glycerol,967.6,78.9,69,0,6,58,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,966.862,966.862,25.2
1-Meadoyl-2-stearoyl-3-nervonoyl-glycerol,995.6,78.9,71,0,6,60,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,994.893,994.893,26.3
"TG(20:3(5Z,8Z,11Z)/18:0/18:2(9Z,12Z))",909.5,78.9,65,0,6,53,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,908.783,908.783,22.4
"TG(20:3(5Z,8Z,11Z)/18:0/18:3(6Z,9Z,12Z))",907.4,78.9,65,0,6,52,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,906.768,906.768,21.7
